Iteration 1, loss = 2.78915265
Iteration 170, loss = 0.21052081
Iteration 171, loss = 0.21132261
Iteration 172, loss = 0.20921765
Iteration 173, loss = 0.20861060
Iteration 174, loss = 0.20786471
Iteration 175, loss = 0.20901998
Iteration 176, loss = 0.20597394
Iteration 177, loss = 0.20672672
Iteration 178, loss = 0.20176331
Iteration 179, loss = 0.20305176
Iteration 180, loss = 0.20346636
Iteration 181, loss = 0.20127045
Iteration 182, loss = 0.20214913
Iteration 183, loss = 0.19909593
Iteration 184, loss = 0.20299636
Iteration 185, loss = 0.19884134
Iteration 186, loss = 0.20016634
Iteration 187, loss = 0.19587160
Iteration 188, loss = 0.19688769
Iteration 189, loss = 0.19256419
Iteration 190, loss = 0.19411756
Iteration 191, loss = 0.19277699
Iteration 192, loss = 0.19189676
Iteration 193, loss = 0.19245993
Iteration 194, loss = 0.19003459
Iteration 195, loss = 0.18901720
Iteration 196, loss = 0.18818104
Iteration 197, loss = 0.18810219
Iteration 198, loss = 0.18803810
Iteration 199, loss = 0.18555500
Iteration 200, loss = 0.18722154
Iteration 201, loss = 0.18456639
Iteration 202, loss = 0.18171621
Iteration 203, loss = 0.18544432
Iteration 204, loss = 0.18206942
Iteration 205, loss = 0.18409480
Iteration 206, loss = 0.18112332
Iteration 207, loss = 0.18114317
Iteration 208, loss = 0.17875106
Iteration 209, loss = 0.18018872
Iteration 210, loss = 0.17807386
Iteration 211, loss = 0.17879939
Iteration 212, loss = 0.17664896
Iteration 213, loss = 0.17655190
Iteration 214, loss = 0.17735720
Iteration 215, loss = 0.17342669
Iteration 216, loss = 0.17340853
Iteration 217, loss = 0.17363390
Iteration 218, loss = 0.17130755
Iteration 219, loss = 0.17096931
Iteration 220, loss = 0.17094517
Iteration 221, loss = 0.17267183
Iteration 222, loss = 0.17151856
Iteration 223, loss = 0.16986464
Iteration 224, loss = 0.16762811
Iteration 225, loss = 0.16687992
Iteration 226, loss = 0.16688906
Iteration 227, loss = 0.16310367
Iteration 228, loss = 0.16817053
Iteration 229, loss = 0.16664407
Iteration 230, loss = 0.16437048
Iteration 231, loss = 0.16576925
Iteration 232, loss = 0.16280923
Iteration 233, loss = 0.16202924
Iteration 234, loss = 0.16245131
Iteration 235, loss = 0.16169420
Iteration 236, loss = 0.16322276
Iteration 237, loss = 0.16317783
Iteration 238, loss = 0.15972185
Iteration 239, loss = 0.16091598
Iteration 240, loss = 0.15896118
Iteration 241, loss = 0.16079217
Iteration 242, loss = 0.15832068
Iteration 243, loss = 0.15775935
Iteration 244, loss = 0.15838739
Iteration 245, loss = 0.15762323
Iteration 246, loss = 0.15584071
Iteration 247, loss = 0.15465414
Iteration 248, loss = 0.15562587
Iteration 249, loss = 0.15376940
Iteration 250, loss = 0.15401418
Iteration 251, loss = 0.15357916
Iteration 252, loss = 0.15293102
Iteration 253, loss = 0.15290242
Iteration 254, loss = 0.15126961
Iteration 255, loss = 0.15354870
Iteration 256, loss = 0.14957478
Iteration 257, loss = 0.14843669
Iteration 258, loss = 0.14781419
Iteration 259, loss = 0.14766534
Iteration 260, loss = 0.14895623
Iteration 261, loss = 0.14695434
Iteration 262, loss = 0.14647700
Iteration 263, loss = 0.14665395
Iteration 264, loss = 0.14567409
Iteration 265, loss = 0.14681607
Iteration 266, loss = 0.14413217
Iteration 267, loss = 0.14527700
Iteration 268, loss = 0.14172747
Iteration 269, loss = 0.14475449
Iteration 270, loss = 0.14395885
Iteration 271, loss = 0.14471126
Iteration 272, loss = 0.14089779
Iteration 273, loss = 0.14036978
Iteration 274, loss = 0.13851193
Iteration 275, loss = 0.13872524
Iteration 276, loss = 0.13971486
Iteration 277, loss = 0.14104096
Iteration 278, loss = 0.14167775
Iteration 279, loss = 0.14067047
Iteration 280, loss = 0.13972946
Iteration 281, loss = 0.13909111
Iteration 282, loss = 0.13599367
Iteration 283, loss = 0.13732876
Iteration 284, loss = 0.13790737
Iteration 285, loss = 0.13795763
Iteration 286, loss = 0.13775510
Iteration 287, loss = 0.13601113
Iteration 288, loss = 0.13450198
Iteration 289, loss = 0.13549712
Iteration 290, loss = 0.13292882
Iteration 291, loss = 0.13330370
Iteration 292, loss = 0.13098127
Iteration 293, loss = 0.13303342
Iteration 294, loss = 0.13343412
Iteration 295, loss = 0.13335829
Iteration 296, loss = 0.13211526
Iteration 297, loss = 0.13216943
Iteration 298, loss = 0.13145843
Iteration 299, loss = 0.12804225
Iteration 300, loss = 0.13004937
Iteration 301, loss = 0.13111037
Iteration 302, loss = 0.12977127
Iteration 303, loss = 0.12797287
Iteration 304, loss = 0.12783695
Iteration 305, loss = 0.12765563
Iteration 306, loss = 0.13015081
Iteration 307, loss = 0.12747141
Iteration 308, loss = 0.12546614
Iteration 309, loss = 0.12688195
Iteration 310, loss = 0.12437494
Iteration 311, loss = 0.12486988
Iteration 312, loss = 0.12331025
Iteration 313, loss = 0.12311964
Iteration 314, loss = 0.12166717
Iteration 315, loss = 0.12428443
Iteration 316, loss = 0.12519071
Iteration 317, loss = 0.12355919
Iteration 318, loss = 0.12233596
Iteration 319, loss = 0.12122972
Iteration 320, loss = 0.12285004
Iteration 321, loss = 0.12498331
Iteration 322, loss = 0.12174146
Iteration 323, loss = 0.11875322
Iteration 324, loss = 0.11938061
Iteration 325, loss = 0.11857483
Iteration 326, loss = 0.12116991
Iteration 327, loss = 0.12018563
Iteration 328, loss = 0.11652704
Iteration 329, loss = 0.11618573
Iteration 330, loss = 0.12063793
Iteration 331, loss = 0.12036853
Iteration 332, loss = 0.11497655
Iteration 333, loss = 0.11754372
Iteration 334, loss = 0.11357501
Iteration 335, loss = 0.11524787
Iteration 336, loss = 0.11609403
Iteration 337, loss = 0.11729131
Iteration 338, loss = 0.11452138
Iteration 339, loss = 0.11622049
Iteration 340, loss = 0.11563027
Iteration 341, loss = 0.11525530
Iteration 342, loss = 0.11511933
Iteration 343, loss = 0.11263374
Iteration 344, loss = 0.11482115
Iteration 345, loss = 0.11395523
Iteration 346, loss = 0.11335545
Iteration 347, loss = 0.11231985
Iteration 348, loss = 0.11238407
Iteration 349, loss = 0.11129624
Iteration 350, loss = 0.11106870
Iteration 351, loss = 0.11321240
Iteration 352, loss = 0.11010439
Iteration 353, loss = 0.10911330
Iteration 354, loss = 0.10975722
Iteration 355, loss = 0.11254345
Iteration 356, loss = 0.11043586
Iteration 357, loss = 0.11088365
Iteration 358, loss = 0.10935336
Iteration 359, loss = 0.10896272
Iteration 360, loss = 0.10751877
Iteration 361, loss = 0.10821766
Iteration 362, loss = 0.10870164
Iteration 363, loss = 0.10539129
Iteration 364, loss = 0.10582276
Iteration 365, loss = 0.10741439
Iteration 366, loss = 0.10518379
Iteration 367, loss = 0.10527349
Iteration 368, loss = 0.10709535
Iteration 369, loss = 0.10486368
Iteration 370, loss = 0.10408121
Iteration 371, loss = 0.10324377
Iteration 372, loss = 0.10429082
Iteration 373, loss = 0.10736312
Iteration 374, loss = 0.10368878
Iteration 375, loss = 0.10213934
Iteration 376, loss = 0.10337488
Iteration 377, loss = 0.10207687
Iteration 378, loss = 0.10144978
Iteration 379, loss = 0.10128028
Iteration 380, loss = 0.10148452
Iteration 381, loss = 0.09913698
Iteration 382, loss = 0.10292115
Iteration 383, loss = 0.09752754
Iteration 384, loss = 0.10181806
Iteration 385, loss = 0.09929077
Iteration 386, loss = 0.10121818
Iteration 387, loss = 0.09967025
Iteration 388, loss = 0.09796476
Iteration 389, loss = 0.09839029
Iteration 390, loss = 0.09595248
Iteration 391, loss = 0.09862231
Iteration 392, loss = 0.09771374
Iteration 393, loss = 0.09954739
Iteration 394, loss = 0.09759958
Iteration 395, loss = 0.09559453
Iteration 396, loss = 0.09801731
Iteration 397, loss = 0.09522460
Iteration 398, loss = 0.09451794
Iteration 399, loss = 0.09542908
Iteration 400, loss = 0.09491954
Iteration 401, loss = 0.09464676
Iteration 402, loss = 0.09924980
Iteration 403, loss = 0.09490336
Iteration 404, loss = 0.09501379
Iteration 405, loss = 0.09590204
Iteration 406, loss = 0.09496203
Iteration 407, loss = 0.09504228
Iteration 408, loss = 0.09208348
Iteration 409, loss = 0.09262106
Iteration 410, loss = 0.09564241
Iteration 411, loss = 0.09247829
Iteration 412, loss = 0.09225821
Iteration 413, loss = 0.09031506
Iteration 414, loss = 0.09160933
Iteration 415, loss = 0.09031902
Iteration 416, loss = 0.09373496
Iteration 417, loss = 0.09022392
Iteration 418, loss = 0.08924574
Iteration 419, loss = 0.09275695
Iteration 420, loss = 0.09053989
Iteration 421, loss = 0.09119581
Iteration 422, loss = 0.08969706
Iteration 423, loss = 0.09405983
Iteration 424, loss = 0.08749898
Iteration 425, loss = 0.09039787
Iteration 426, loss = 0.09156614
Iteration 427, loss = 0.08797533
Iteration 428, loss = 0.08858057
Iteration 429, loss = 0.08925038
Iteration 430, loss = 0.08714573
Iteration 431, loss = 0.09108960
Iteration 432, loss = 0.08877810
Iteration 433, loss = 0.08646970
Iteration 434, loss = 0.08742252
Iteration 435, loss = 0.08622400
Iteration 436, loss = 0.08557886
Iteration 437, loss = 0.08700904
Iteration 438, loss = 0.08539971
Iteration 439, loss = 0.08373704
Iteration 440, loss = 0.08488572
Iteration 441, loss = 0.08626532
Iteration 442, loss = 0.08481918
Iteration 443, loss = 0.08637235
Iteration 444, loss = 0.08584362
Iteration 445, loss = 0.08546879
Iteration 446, loss = 0.08303125
Iteration 447, loss = 0.08367280
Iteration 448, loss = 0.08334157
Iteration 449, loss = 0.08403438
Iteration 450, loss = 0.08164373
Iteration 451, loss = 0.08367788
Iteration 452, loss = 0.08576571
Iteration 453, loss = 0.08267089
Iteration 454, loss = 0.08159721
Iteration 455, loss = 0.08143444
Iteration 456, loss = 0.08228895
Iteration 457, loss = 0.08125570
Iteration 458, loss = 0.08341967
Iteration 459, loss = 0.07918078
Iteration 460, loss = 0.08316329
Iteration 461, loss = 0.08098606
Iteration 462, loss = 0.08331254
Iteration 463, loss = 0.08108232
Iteration 464, loss = 0.07830110
Iteration 465, loss = 0.07809325
Iteration 466, loss = 0.08008223
Iteration 467, loss = 0.08119298
Iteration 468, loss = 0.07809811
Iteration 469, loss = 0.07797316
Iteration 470, loss = 0.08201172
Iteration 471, loss = 0.07784293
Iteration 472, loss = 0.08407361
Iteration 473, loss = 0.07847040
Iteration 474, loss = 0.07618727
Iteration 475, loss = 0.07936368
Iteration 476, loss = 0.07877077
Iteration 477, loss = 0.07703245
Iteration 478, loss = 0.07735246
Iteration 479, loss = 0.07572333
Iteration 480, loss = 0.08122580
Iteration 481, loss = 0.08063106
Iteration 482, loss = 0.07694950
Iteration 483, loss = 0.07726399
Iteration 484, loss = 0.07927993
Iteration 485, loss = 0.07630296
Iteration 486, loss = 0.07752890
Iteration 487, loss = 0.07686908
Iteration 488, loss = 0.07622098
Iteration 489, loss = 0.07350505
Iteration 490, loss = 0.07756086
Iteration 491, loss = 0.07706996
Iteration 492, loss = 0.07729444
Iteration 493, loss = 0.07392508
Iteration 494, loss = 0.07407784
Iteration 495, loss = 0.07573444
Iteration 496, loss = 0.07583194
Iteration 497, loss = 0.07441944
Iteration 498, loss = 0.07811361
Iteration 499, loss = 0.07511019
Iteration 500, loss = 0.07455604
